"Simplified","Traditional","Pinyin","Level","Meaning"
"俩","倆","liang3","6","two (colloquial equivalent of 兩個|两个)"
"谅解","諒解","liang4jie3","6","to understand"
"临时","臨時","lin2shi2","6","as the time draws near"
"灵活","靈活","ling2huo2","6","flexible"
"领带","領帶","ling3dai4","6","necktie"
"领土","領土","ling3tu3","6","territory"
"领先","領先","ling3xian1","6","to lead"
"领袖","領袖","ling3xiu4","6","leader"
"流动","流動","liu2dong4","6","to flow"
"喽","嘍","lou2","6","subordinates in gang of bandits"
"搂","摟","lou3","6","to draw towards oneself"
"路灯","路燈","lu4deng1","6","street lamp"
"路线","路線","lu4xian4","6","itinerary"
"陆军","陸軍","lu4jun1","6","army"
"陆续","陸續","lu4xu4","6","in turn"
"录用","錄用","lu4yong4","6","to hire (an employee)"
"轮船","輪船","lun2chuan2","6","steamship"
"轮流","輪流","lun2liu2","6","to alternate"
"轮子","輪子","lun2zi","6","wheel"
"论文","論文","lun4wen2","6","paper"
"落后","落後","luo4hou4","6","to fall behind"
"落实","落實","luo4shi2","6","practical"
"绿豆","綠豆","lü4dou4","6","mung bean"
"马虎","馬虎","ma3hu","6","careless"
"买单","買單","mai3dan1","6","to pay the restaurant bill"
"买卖","買賣","mai3mai4","6","buying and selling"
"馒头","饅頭","man2tou","6","steamed roll"
"漫画","漫畫","man4hua4","6","caricature"
"美观","美觀","mei3guan1","6","pleasing to the eye"
"门票","門票","men2piao4","6","ticket (for theater, cinema etc)"
"门诊","門診","men2zhen3","6","outpatient service"
"梦想","夢想","meng4xiang3","6","(fig.) to dream of"
"勉强","勉強","mian3qiang3","6","to do with difficulty"
"面对","面對","mian4dui4","6","to confront"
"面临","面臨","mian4lin2","6","to face sth"
"面粉","麵粉","mian4fen3","6","flour"
"灭亡","滅亡","mie4wang2","6","to be destroyed"
"民间","民間","min2jian1","6","among the people"
"民谣","民謠","min2yao2","6","ballad"
"民众","民眾","min2zhong4","6","populace"
"名称","名稱","ming2cheng1","6","name (of a thing)"
"名单","名單","ming2dan1","6","list (of names)"
"明确","明確","ming2que4","6","clear-cut"
"命运","命運","ming4yun4","6","fate"
"模样","模樣","mo2yang4","6","look"
"目标","目標","mu4biao1","6","target"
"目录","目錄","mu4lu4","6","catalog"
"难道","難道","nan2dao4","6","don't tell me ..."
"难得","難得","nan2de2","6","seldom"
"难受","難受","nan2shou4","6","to feel unwell"
"难以","難以","nan2yi3","6","hard to (predict, imagine etc)"
"脑袋","腦袋","nao3dai","6","head"
"脑筋","腦筋","nao3jin1","6","brains"
"闹区","鬧區","nao4qu1","6","downtown"
"内部","內部","nei4bu4","6","interior"
"内地","內地","nei4di4","6","mainland China (PRC excluding Hong Kong and Macau, but including islands such as Hainan)"
"内行","內行","nei4hang2","6","expert"
"内科","內科","nei4ke1","6","internal medicine"
"能干","能幹","neng2gan4","6","capable"
"宁可","寧可","ning2ke3","6","preferably"
"宁愿","寧願","ning2yuan4","6","would rather"
"农场","農場","nong2chang3","6","farm"
"农产品","農產品","nong2chan3pin3","6","agricultural produce"
"农村","農村","nong2cun1","6","rural area"
"农民","農民","nong2min2","6","peasant"
"农药","農藥","nong2yao4","6","agricultural chemical"
"浓","濃","nong2","6","concentrated"
"浓厚","濃厚","nong2hou4","6","dense"
"暖气","暖氣","nuan3qi4","6","central heating"
"判断","判斷","pan4duan4","6","to judge"
"炮","砲","pao4","6","variant of 炮[pao4]"
"赔","賠","pei2","6","to compensate for loss"
"赔偿","賠償","pei2chang2","6","to compensate"
"喷","噴","pen1","6","to puff"
"膨胀","膨脹","peng2zhang4","6","to expand"
"碰见","碰見","peng4jian4","6","to run into"
"疲劳","疲勞","pi2lao2","6","fatigue"
"脾气","脾氣","pi2qi","6","character"
"飘","飄","piao1","6","to float"
"贫穷","貧窮","pin2qiong2","6","poor"
"聘请","聘請","pin4qing3","6","to engage"
"凭","憑","ping2","6","to lean against"
"平静","平靜","ping2jing4","6","tranquil"
"颇","頗","po3","6","Taiwan pr. [Po3]"
"破烂","破爛","po4lan4","6","worn-out"
"扑","撲","pu1","6","to throw oneself at"
"扑灭","撲滅","pu1mie4","6","to eradicate"
"铺","鋪","pu1","6","to spread"
"普通话","普通話","pu3tong1hua4","6","Mandarin (common language)"
"欺骗","欺騙","qi1pian4","6","to deceive"
"其余","其餘","qi2yu2","6","the rest"
"齐全","齊全","qi2quan2","6","complete"
"歧视","歧視","qi2shi4","6","to discriminate against"
"企图","企圖","qi4tu2","6","to attempt"
"气氛","氣氛","qi4fen1","6","atmosphere"
"气愤","氣憤","qi4fen4","6","indignant"
"气候","氣候","qi4hou4","6","climate"
"气味","氣味","qi4wei4","6","odor"
"气息","氣息","qi4xi2","6","breath"
"气象","氣象","qi4xiang4","6","meteorological feature"
"千万","千萬","qian1wan4","6","ten million"
"牵","牽","qian1","6","to lead along"
"迁","遷","qian1","6","to move"
"签订","簽訂","qian1ding4","6","to agree to and sign (a treaty etc)"
"签约","簽約","qian1yue1","6","to sign a contract or agreement"
"签字","簽字","qian1zi4","6","to sign (one's name)"
"前进","前進","qian2jin4","6","to go forward"
"前头","前頭","qian2tou","6","in front"
"枪","槍","qiang1","6","gun"
"强大","強大","qiang2da4","6","large"
"强度","強度","qiang2du4","6","strength"
"强烈","強烈","qiang2lie4","6","intense"
"墙壁","牆壁","qiang2bi4","6","wall"
"强迫","強迫","qiang3po4","6","to compel"
"抢救","搶救","qiang3jiu4","6","to rescue"
"亲爱","親愛","qin1ai4","6","dear"
"亲口","親口","qin1kou3","6","one's own mouth"
"亲戚","親戚","qin1qi1","6","a relative (i.e. family relation)"
"亲人","親人","qin1ren2","6","one's close relatives"
"勤劳","勤勞","qin2lao2","6","hardworking"
"寝室","寢室","qin3shi4","6","bedroom"
"轻伤","輕傷","qing1shang1","6","lightly wounded"
"轻视","輕視","qing1shi4","6","contempt"
"倾向","傾向","qing1xiang4","6","trend"
"情书","情書","qing2shu1","6","love letter"
"情绪","情緒","qing2xu4","6","mood"
"球队","球隊","qiu2dui4","6","sports team (basketball, soccer, football etc)"
"区别","區別","qu1bie2","6","difference"
"区域","區域","qu1yu4","6","area"
"全体","全體","quan2ti3","6","all"
"拳头","拳頭","quan2tou","6","fist"
"权利","權利","quan2li4","6","power"
"劝","勸","quan4","6","to advise"
"确实","確實","que4shi2","6","indeed"
"群众","群眾","qun2zhong4","6","mass"
"燃烧","燃燒","ran2shao1","6","to ignite"
"让步","讓步","rang4bu4","6","to concede"
"绕","繞","rao4","6","to wind"
"热爱","熱愛","re4ai4","6","to love ardently"
"热烈","熱烈","re4lie4","6","enthusiastic"
"热门","熱門","re4men2","6","popular"
"热情","熱情","re4qing2","6","cordial"
"热心","熱心","re4xin1","6","enthusiasm"
"人权","人權","ren2quan2","6","human rights"
"人体","人體","ren2ti3","6","human body"
"人员","人員","ren2yuan2","6","staff"
"日后","日後","ri4hou4","6","sometime"
"荣幸","榮幸","rong2xing4","6","honored (to have the privilege of ...)"
"入学","入學","ru4xue2","6","to enter a school or college"
"软","軟","ruan3","6","soft"
"赛跑","賽跑","sai4pao3","6","race (running)"
"丧失","喪失","sang4shi1","6","to lose"
"沙滩","沙灘","sha1tan1","6","beach"
"杀价","殺價","sha1jia4","6","to beat down the price"
"闪","閃","shan3","6","to dodge"
"善于","善於","shan4yu2","6","to be good at"
"伤脑筋","傷腦筋","shang1nao3jin1","6","to be a real headache"
"商标","商標","shang1biao1","6","trademark"
"商场","商場","shang1chang3","6","shopping mall"
"上级","上級","shang4ji2","6","higher authorities"
"上头","上頭","shang4tou","6","(of alcohol) to go to one's head"
"少数","少數","shao3shu4","6","small number"
"舌头","舌頭","she2tou","6","tongue"
"舍不得","捨不得","she3bu4de","6","to hate to do sth"
"舍得","捨得","she3de","6","to be willing to part with sth"
"社会","社會","she4hui4","6","society"
"社团","社團","she4tuan2","6","association"
"设立","設立","she4li4","6","to set up"
"设置","設置","she4zhi4","6","to set up"
"摄影","攝影","she4ying3","6","to take a photograph"
"申请","申請","shen1qing3","6","to apply for sth"
"身分证","身分證","shen1fen4zheng4","6","identity card"
"深浅","深淺","shen1qian3","6","deep or shallow"
"神话","神話","shen2hua4","6","legend"
"神经","神經","shen2jing1","6","nerve"
"神气","神氣","shen2qi4","6","expression"
"神圣","神聖","shen2sheng4","6","divine"
"审查","審查","shen3cha2","6","to examine"
"升级","升級","sheng1ji2","6","to escalate (in intensity)"
"升学","升學","sheng1xue2","6","to enter the next grade school"
"生长","生長","sheng1zhang3","6","to grow"
"绳","繩","sheng2","6","rope"
"胜","勝","sheng4","6","victory"
"胜利","勝利","sheng4li4","6","victory"
"失败","失敗","shi1bai4","6","to be defeated"
"失业","失業","shi1ye4","6","unemployment"
"诗","詩","shi1","6","poem"
"诗人","詩人","shi1ren2","6","bard"
"师父","師父","shi1fu","6","used for 師傅|师傅 (in Taiwan)"
"师傅","師傅","shi1fu4","6","master"
"师母","師母","shi1mu3","6","term of respect for your teacher's wife"
"时常","時常","shi2chang2","6","often"
"时机","時機","shi2ji1","6","fortunate timing"
"时期","時期","shi2qi2","6","period"
"时时","時時","shi2shi2","6","often"
"实用","實用","shi2yong4","6","practical"
"实施","實施","shi2shi1","6","to implement"
"实现","實現","shi2xian4","6","to achieve"
"实验","實驗","shi2yan4","6","experiment"
"始终","始終","shi3zhong1","6","from beginning to end"
"式样","式樣","shi4yang4","6","style"
"世纪","世紀","shi4ji4","6","century"
"市区","市區","shi4qu1","6","urban district"
"视野","視野","shi4ye3","6","field of view"
"适当","適當","shi4dang4","6","suitable"
"适合","適合","shi4he2","6","to fit"
"适用","適用","shi4yong4","6","to be applicable"
"事实上","事實上","shi4shi2shang4","6","in fact"
"势力","勢力","shi4li4","6","power"
"试验","試驗","shi4yan4","6","experiment"
"收据","收據","shou1ju4","6","receipt"
"手电筒","手電筒","shou3dian4tong3","6","flashlight"
"手术","手術","shou3shu4","6","(surgical) operation"
"寿命","壽命","shou4ming4","6","life span"
"书房","書房","shu1fang2","6","study (room)"
"书籍","書籍","shu1ji2","6","books"
"输出","輸出","shu1chu1","6","to export"
"输入","輸入","shu1ru4","6","to import"
"熟练","熟練","shu2lian4","6","practiced"
"属于","屬於","shu3yu2","6","to be classified as"
"数量","數量","shu4liang4","6","amount"
"数目","數目","shu4mu4","6","amount"
"树林","樹林","shu4lin2","6","woods"
"率领","率領","shuai4ling3","6","to lead"
"双胞胎","雙胞胎","shuang1bao1tai1","6","twin"
"双方","雙方","shuang1fang1","6","bilateral"
"水灾","水災","shui3zai1","6","flood"
"税","稅","shui4","6","taxes"
"说服","說服","shui4fu2","6","to persuade"
"顺手","順手","shun4shou3","6","easily"
"顺序","順序","shun4xu4","6","sequence"
"说不定","說不定","shuo1buding4","6","can't say for sure"
"硕士","碩士","shuo4shi4","6","master's degree"
"丝","絲","si1","6","silk"
"四处","四處","si4chu4","6","all over the place"
"饲养","飼養","si4yang3","6","to raise"
"俗话","俗話","su2hua4","6","common saying"
"俗话说","俗話說","su2hua4shuo1","6","as the proverb says"
"算帐","算帳","suan4zhang4","6","to reckon (accounting)"
"随手","隨手","sui2shou3","6","conveniently"
"随意","隨意","sui2yi4","6","as one wishes"
"随着","隨著","sui2zhe","6","along with"
"岁数","歲數","sui4shu","6","age (number of years old)"
"孙女","孫女","sun1nü3","6","son's daughter"
"孙子","孫子","sun1zi","6","Sun Tzu, also known as Sun Wu 孫武|孙武[Sun1 Wu3] (c. 500 BC, dates of birth and death uncertain), general, strategist and philosopher of the Spring and Autumn Period (700-475 BC), believed to be the author of the “Art of War” 孫子兵法|孙子兵法[Sun1 zi3 Bing1 fa3], one of the Seven Military Classics of ancient China 武經七書|武经七书[Wu3 jing1 Qi1 shu1]"
"损失","損失","sun3shi1","6","loss"
"缩","縮","suo1","6","to withdraw"
"缩短","縮短","suo1duan3","6","to curtail"
"缩水","縮水","suo1shui3","6","to shrink (in the wash)"
"锁","鎖","suo3","6","to lock up"
"抬头","抬頭","tai2tou2","6","to raise one's head"
"摊子","攤子","tan1zi","6","booth"
"弹","彈","tan2","6","crossball"
"谈判","談判","tan2pan4","6","to negotiate"
"探亲","探親","tan4qin1","6","to go home to visit one's family"
"探讨","探討","tan4tao3","6","to investigate"
"烫","燙","tang4","6","to scald"
"淘气","淘氣","tao2qi4","6","naughty"
"特点","特點","te4dian3","6","characteristic (feature)"
"体温","體溫","ti3wen1","6","(body) temperature"
"体验","體驗","ti3yan4","6","to experience for oneself"
"挑选","挑選","tiao1xuan3","6","to choose"
"条约","條約","tiao2yue1","6","treaty"
"调整","調整","tiao2zheng3","6","to adjust"
"跳远","跳遠","tiao4yuan3","6","long jump (athletics)"
"贴心","貼心","tie1xin1","6","intimate"
"通讯","通訊","tong1xun4","6","communications"
"铜","銅","tong2","6","copper (chemistry)"
"统计","統計","tong3ji4","6","statistics"
"统一","統一","tong3yi1","6","to unify"
"统治","統治","tong3zhi4","6","to rule (a country)"
"头脑","頭腦","tou2nao3","6","brains"
"透过","透過","tou4guo4","6","to pass through"
"秃","禿","tu1","6","bald"
"途径","途徑","tu2jing4","6","way"
"图书","圖書","tu2shu1","6","books (in a library or bookstore)"
"图章","圖章","tu2zhang1","6","stamp"
"团结","團結","tuan2jie2","6","to unite"
"推动","推動","tui1dong4","6","to push (for acceptance of a plan)"
"推广","推廣","tui1guang3","6","to extend"
"托儿所","托兒所","tuo1er2suo3","6","nursery"
"脱离","脫離","tuo1li2","6","to separate oneself from"
"妥当","妥當","tuo3dang","6","appropriate"
"妥协","妥協","tuo3xie2","6","to compromise"
"外观","外觀","wai4guan1","6","exterior appearance"
"外汇","外匯","wai4hui4","6","foreign (currency) exchange"
"外头","外頭","wai4tou","6","outside"
"弯","彎","wan1","6","to bend"
"弯腰","彎腰","wan1yao1","6","to stoop"
"完毕","完畢","wan2bi4","6","to finish"
"晚辈","晚輩","wan3bei4","6","the younger generation"
"威胁","威脅","wei1xie2","6","to threaten"
"违反","違反","wei2fan3","6","to violate (a law)"
"维护","維護","wei2hu4","6","to defend"
"维他命","維他命","wei2ta1ming4","6","vitamin (loanword)"
"危机","危機","wei2ji1","6","crisis"
"为难","為難","wei2nan2","6","to feel embarrassed or awkward"
"委托","委託","wei3tuo1","6","to entrust"
"委员","委員","wei3yuan2","6","committee member"
"位于","位於","wei4yu2","6","to be located at"
"为何","為何","wei4he2","6","why"
"卫生","衛生","wei4sheng1","6","health"
"卫生纸","衛生紙","wei4sheng1zhi3","6","toilet paper"
"卫星","衛星","wei4xing1","6","satellite"
"慰问","慰問","wei4wen4","6","to express sympathy, greetings, consolation etc"
"温和","溫和","wen1he2","6","mild"
"文凭","文憑","wen2ping2","6","diploma"
"文艺","文藝","wen2yi4","6","literature and art"
"卧房","臥房","wo4fang2","6","bedroom"
"无可奈何","無可奈何","wu2ken3ai4he2","6","have no way out"
"无论","無論","wu2lun4","6","no matter what or how"
"无情","無情","wu2qing2","6","pitiless"
"无数","無數","wu2shu4","6","countless"
"无限","無限","wu2xian4","6","unlimited"
"无意","無意","wu2yi4","6","inadvertent"
"武术","武術","wu3shu4","6","military skill or technique (in former times)"
"舞厅","舞廳","wu3ting1","6","dance hall"
"物质","物質","wu4zhi2","6","matter"
"误点","誤點","wu4dian3","6","not on time"
"雾","霧","wu4","6","fog"
"西装","西裝","xi1zhuang1","6","suit"
"媳妇","媳婦","xi2fu4","6","daughter-in-law"
"喜剧","喜劇","xi3ju4","6","comedy"
"细胞","細胞","xi4bao1","6","cell (biology)"
"细节","細節","xi4jie2","6","details"
"细菌","細菌","xi4jun4","6","bacterium"
"细小","細小","xi4xiao3","6","tiny"
